รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
34151609,ร่องก่อ,9,โพธิ์ใหญ่,วารินชำราบ,อุบลราชธานี,531
34151610,โนนไร่,10,โพธิ์ใหญ่,วารินชำราบ,อุบลราชธานี,215
34151611,นาดง,11,โพธิ์ใหญ่,วารินชำราบ,อุบลราชธานี,230
34151612,หนองฝาง,12,โพธิ์ใหญ่,วารินชำราบ,อุบลราชธานี,238
34151613,ลิ้นไม้,13,โพธิ์ใหญ่,วารินชำราบ,อุบลราชธานี,271
34151801,คำเจริญ,1,แสนสุข,วารินชำราบ,อุบลราชธานี,1686
34151802,แสนสุข,2,แสนสุข,วารินชำราบ,อุบลราชธานี,5426
34151803,หนองหว้า,3,แสนสุข,วารินชำราบ,อุบลราชธานี,446
34151804,ไม้ค้าง,4,แสนสุข,วารินชำราบ,อุบลราชธานี,760
34151805,ธาตุ,5,แสนสุข,วารินชำราบ,อุบลราชธานี,1044
34151806,น้ำคำ,6,แสนสุข,วารินชำราบ,อุบลราชธานี,787
34151807,ก่อใน,7,แสนสุข,วารินชำราบ,อุบลราชธานี,943
34151808,ก่อนอก,8,แสนสุข,วารินชำราบ,อุบลราชธานี,987
34151809,หนองผาสุก,9,แสนสุข,วารินชำราบ,อุบลราชธานี,1072
34151810,เกษตรสมบูรณ์,10,แสนสุข,วารินชำราบ,อุบลราชธานี,1175
34151811,คำแสนราช,11,แสนสุข,วารินชำราบ,อุบลราชธานี,859
34151812,หนองหมากแข้ง,12,แสนสุข,วารินชำราบ,อุบลราชธานี,591
34151813,ห้วยไผ่,13,แสนสุข,วารินชำราบ,อุบลราชธานี,924
34151814,ดอนหนองบัว,14,แสนสุข,วารินชำราบ,อุบลราชธานี,421
34151815,ธาตุ,15,แสนสุข,วารินชำราบ,อุบลราชธานี,996
34151816,ไม้ค้างตก,16,แสนสุข,วารินชำราบ,อุบลราชธานี,748
34151817,คำแสนราชเหนือ,17,แสนสุข,วารินชำราบ,อุบลราชธานี,771
34151818,มงคลเจริญสุข,18,แสนสุข,วารินชำราบ,อุบลราชธานี,610
34151819,ลือคำหาญ,19,แสนสุข,วารินชำราบ,อุบลราชธานี,823
34151820,หนองผาสุขใต้,20,แสนสุข,วารินชำราบ,อุบลราชธานี,584
34152001,กุดชุม,1,หนองกินเพล,วารินชำราบ,อุบลราชธานี,609
34152002,ขัวไม้แก่น,2,หนองกินเพล,วารินชำราบ,อุบลราชธานี,1087
34152003,หนองกินเพล,3,หนองกินเพล,วารินชำราบ,อุบลราชธานี,872
34152004,นาสะแบง,4,หนองกินเพล,วารินชำราบ,อุบลราชธานี,563
34152005,ทางสาย,5,หนองกินเพล,วารินชำราบ,อุบลราชธานี,634
34152006,ปากกุดหวาย,6,หนองกินเพล,วารินชำราบ,อุบลราชธานี,871
34152007,คูสว่าง,7,หนองกินเพล,วารินชำราบ,อุบลราชธานี,830
34152008,หนองกินเพลใต้,8,หนองกินเพล,วารินชำราบ,อุบลราชธานี,829
34152009,ทางสายใต้,9,หนองกินเพล,วารินชำราบ,อุบลราชธานี,581
34152101,บกตก,1,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,670
34152102,จั่น,2,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,724
34152103,ตาติด,3,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,708
34152104,ผึ้งตก,4,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,279
34152105,ทุ่งเกษม,5,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,477
34152106,บกออก,6,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,655
34152107,ผึ้งออก,7,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,340
34152108,กลาง,8,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,884
34152109,เหรียญทอง,9,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,1024
34152110,พงสว่าง,10,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,719
34152111,จั่นตก,11,โนนผึ้ง,วารินชำราบ,อุบลราชธานี,711
34152201,ค้อ,1,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,473
34152202,แขม,2,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,308
34152203,ศรีไคตก,3,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,1059
34152204,ศรีไคออก,4,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,4799
34152205,แมด,5,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,877
34152206,มดง่าม,6,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,674
34152207,โนนงาม,7,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,677
34152208,อุดมชาติ,8,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,404
34152209,มดง่ามใต้,9,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,431
34152210,ดอนบาก,10,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,260
34152211,โคกเจริญ,11,เมืองศรีไค,วารินชำราบ,อุบลราชธานี,170
34152401,ห้วยขะยุงใต้,1,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,66
34152402,ห้วยขะยุงตก,2,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,93
34152403,อุดมเกษตร,3,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,286
34152404,น้ำเที่ยง,4,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,423
34152405,ห้วยขะยุงออก,5,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,369
34152406,ห้วยขะยุงเหนือ,6,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,74
34152407,โนนยาง,7,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,151
34152408,น้ำคำ,8,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,768
34152409,ท่าเมืองใหม่,9,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,433
34152410,สนามชัย,10,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,69
34152411,คำเจริญ,11,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,63
34152412,ไทยเจริญ,12,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,99
34152413,เกษตรสมบูรณ์,13,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,307
34152451,ห้วยขะยุงใต้,1,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,411
34152452,ห้วยขะยุงตก,2,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,496
34152453,อุดมเกษตร,3,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,117
34152456,ห้วยขะยุงเหนือ,6,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,612
34152460,สนามชัย,10,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,726
34152461,คำเจริญ,11,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,439
34152462,ไทยเจริญ,12,ห้วยขะยูง,วารินชำราบ,อุบลราชธานี,433
34152601,วังกางฮุง,1,บุ่งไหม,วารินชำราบ,อุบลราชธานี,774
34152602,ยาง,2,บุ่งไหม,วารินชำราบ,อุบลราชธานี,759
34152603,กุดระงุม,3,บุ่งไหม,วารินชำราบ,อุบลราชธานี,803
34152604,ทุ่งนาคำ,4,บุ่งไหม,วารินชำราบ,อุบลราชธานี,1343
34152605,สวนสวรรค์,5,บุ่งไหม,วารินชำราบ,อุบลราชธานี,372
34152606,คำกลางใหม่,6,บุ่งไหม,วารินชำราบ,อุบลราชธานี,885
34152607,คำกลาง,7,บุ่งไหม,วารินชำราบ,อุบลราชธานี,658
34152608,ท่ากกเสียว,8,บุ่งไหม,วารินชำราบ,อุบลราชธานี,320
34152609,กุดปลาขาว,9,บุ่งไหม,วารินชำราบ,อุบลราชธานี,339
34152610,ราชธานีอโศก,10,บุ่งไหม,วารินชำราบ,อุบลราชธานี,321
34152611,กุดระงุม,11,บุ่งไหม,วารินชำราบ,อุบลราชธานี,600
34152612,ทุ่งพัฒนา,12,บุ่งไหม,วารินชำราบ,อุบลราชธานี,868
34190201,บ้านยอดดอนชี,1,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,807
34190202,บ้านคำเม็ก,2,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,504
34190203,บ้านโชคอำนวย,3,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,763
34190204,บ้านหินสูง,4,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,475
34190205,บ้านแก่งเจริญ,5,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,722
34190206,บ้านหินลาด,6,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,780
34190207,บ้านดอนหวาย,7,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,419
34190208,บ้านโนนม่วง,8,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,773
34190209,บ้านดอนสำราญ,9,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,890
34190210,บ้านแสนตอ,10,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,382
34190211,กุดชมภู,11,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,477
34190212,บ้านห้วยไผ่,12,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,643
34190213,บ้านโนนเจริญ 1,13,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,638
34190214,บ้านโนนจิกน้อย,14,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,428
34190215,บ้านดอนไม้งาม,15,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,313
34190216,บ้านวังดู่,16,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,446
34190217,บ้านทุ่งนาคลอง,17,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,405
34190218,บ้านโนนโพธิ์,18,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,393
34190219,บ้านโนนเจริญ 2,19,กุดชมภู,พิบูลมังสาหาร,อุบลราชธานี,452
34190401,บ้านดอนจิก,1,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,1320
34190402,บ้านภูมะหรี่,2,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,537
34190403,บ้านหนองไผ่,3,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,945
34190404,บ้านบุ่งคำ,4,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,948
34190405,บ้านนาดี,5,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,624
34190406,บ้านโนนลำดวน,6,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,509
34190407,บ้านไทรงาม,7,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,290
34190408,บ้านม่วงฮี,8,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,529
34190409,บ้านห้วยแดง,9,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,1089
34190410,บ้านแก่งยาง,10,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,589
34190411,บ้านม่วงแมด,11,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,269
34190412,บ้านแสง,12,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,296
34190413,บ้านดอนใหญ่,13,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,654
34190414,บ้านดอนจิก,14,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,1021
34190415,บ้านโคกสะอาด,15,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,376
34190416,บ้านนาเจริญนอก,16,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,643
34190417,บ้านสมบูรณ์สามัคคี,17,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,595
34190418,บ้านม่วงงาม,18,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,377
34190419,บ้านทุ่งแสงตะวัน,19,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,472
34190420,บ้านโนนเจริญ,20,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,281
34190421,บ้านใหม่ผาสุข,21,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,283
34190422,บ้านแก่งเจริญสุข,22,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,497
34190423,บ้านทุ่งเทวา,23,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,534
34190501,บ้านชาด,1,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,723
34190502,บ้านทรายมูล,2,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,548
34190503,บ้านหัวดอน,3,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,615
34190504,บ้านท่าเสียว,4,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,820
34190505,บ้านคันลึม,5,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,641
34190506,บ้านคอนสาย,6,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,662
34190507,บ้านน้ำสร้าง,7,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,158
34190508,บ้านนาชุมชน,8,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,387
34190509,หัวดอนน้อย,9,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,526
34190510,บ้านทรายมูลเหนือ,10,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,701
34190601,บ้านนาโพธิ์,1,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,950
34190602,บ้านนาโพธิ์,2,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,1164
34190603,บ้านเลิงบาก,3,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,996
34190604,บ้านโนนสว่าง,4,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,362
34190605,บ้านชาดฮี,5,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,811
34190606,บ้านนางาม,6,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,628
34190607,บ้านนาโพธิ์น้อย,7,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,505
34190608,ศรีอุดม,8,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,788
34190609,บ้านนาโพธิ์เหนือ,9,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,695
34190610,บ้านนาโพธิ์พัฒนา,10,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,763
34190611,บ้านชาดฮี,11,นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,370
34190701,บ้านโดมประดิษฐ์,1,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,483
34190702,บ้านหนองไฮ,2,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,922
34190703,บ้านหนองไฮ,3,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,421
34190704,บ้านนกเต็น,4,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,933
34190705,บ้านโนนจันทร์,5,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,696
34190706,บ้านหนองมะเกลือ,6,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,371
34190707,บ้านสุขสบาย,7,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,503
34190708,บ้านโนนเจริญ,8,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,647
34190709,บ้านโนนสมบูรณ์,9,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,680
34190710,บ้านโนนศิริ,10,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,657
34190711,บ้านโนนกลาง,11,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,447
34190712,บ้านโนนสมบัติ,12,โนนกลาง,พิบูลมังสาหาร,อุบลราชธานี,679
34190901,บ้านปากโดม,1,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,273
34190902,บ้านโพธิ์ไทร,2,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,696
34190903,บ้านท่าช้าง,3,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,623
34190904,บ้านดอนคำมี,4,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,294
34190905,บ้านเดื่อโดม,5,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,715
34190906,บ้านสร้างแก้วเหนือ,6,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,732
34190907,บ้านวังแคน,7,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,662
34190908,บ้านสร้างแก้วใต้,8,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,845
34190909,บ้านสนามชัย,9,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,769
34190910,บ้านสร้างแก้วกลาง,10,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,723
34190911,บ้านบ๋าฮี,11,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,569
34190912,บ้านสะพานโดม,12,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,473
34190913,บ้านถิ่นสำราญ,13,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,1052
34190914,บ้านคำยาง,14,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,436
34190915,บ้านโนนศิลาอ่อน,15,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,306
34190916,บ้านทุ่งศรีอุดม,16,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,801
34190917,บ้านโพธิ์ไทร,17,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,167
34190918,บ้านสร้างแก้วสดใส,18,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,608
34190919,บ้านสร้างแก้ว,19,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,581
34190952,บ้านโพธิ์ไทร,2,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,946
34190961,บ้านบ๋าฮี,11,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,838
34190963,บ้านถิ่นสำราญ,13,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,639
34190965,บ้านโนนศิลาอ่อน,15,โพธิ์ไทร,พิบูลมังสาหาร,อุบลราชธานี,596
34191001,บ้านหนองโพธิ์,1,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,918
34191002,บ้านโนนข่า,2,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1146
34191003,บ้านวังพอก,3,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,895
34191004,บ้านนาหว้า,4,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1141
34191005,บ้านท่าค้อ,5,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,698
34191006,บ้านสะพือใต้,6,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1089
34191007,บ้านโพธิ์ศรีเหนือ,7,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1047
34191008,บ้านสะพือเหนือ,8,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1036
34191009,บ้านโพธิ์ศรีใต้,9,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,1046
34191010,บ้านท่าค้อใต้,10,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,523
34191011,บ้านโนนยาง,11,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,350
34191012,บ้านทุ่งนาแพง,12,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,849
34191013,บ้านโพธิ์ศรีเหนือ,13,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,681
34191014,หนองโพธิ์,14,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,821
34191101,บ้านนาแก,1,ระเว,พิบูลมังสาหาร,อุบลราชธานี,731
34191102,บ้านระเวใต้,2,ระเว,พิบูลมังสาหาร,อุบลราชธานี,605
34191103,บ้านระเวเหนือ,3,ระเว,พิบูลมังสาหาร,อุบลราชธานี,879
34191104,บ้านนาจาน,4,ระเว,พิบูลมังสาหาร,อุบลราชธานี,989
34191105,บ้านดอนหวาย,5,ระเว,พิบูลมังสาหาร,อุบลราชธานี,786
34191106,บ้านคำจาน,6,ระเว,พิบูลมังสาหาร,อุบลราชธานี,184
34191107,บ้านคำผ่าน,7,ระเว,พิบูลมังสาหาร,อุบลราชธานี,743
34191108,บ้านระเวกลาง,8,ระเว,พิบูลมังสาหาร,อุบลราชธานี,754
34191109,บ้านดอนกลาง,9,ระเว,พิบูลมังสาหาร,อุบลราชธานี,451
34191110,บ้านนาจาน,10,ระเว,พิบูลมังสาหาร,อุบลราชธานี,597
34191111,บ้านระเวใหม่,11,ระเว,พิบูลมังสาหาร,อุบลราชธานี,611
34191112,บ้านชุมชนสิบสอง,12,ระเว,พิบูลมังสาหาร,อุบลราชธานี,770
34191201,บ้านแก่งโพธิ์,1,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,367
34191202,บ้านผักหย่า,2,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,486
34191203,บ้านผักหย่า,3,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,332
34191204,บ้านไร่ใต้,4,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,646
34191205,บ้านไร่กลาง,5,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,375
34191206,บ้านไร่เหนือ,6,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,878
34191207,บ้านโนนค้อ,7,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,710
34191208,บ้านโนนสุข,8,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,658
34191209,บ้านไร่โดม,9,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,454
34191210,บ้านแก่งกอก,10,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,326
34191211,บ้านลุคุ,11,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,485
34191212,บ้านนาคลอง,12,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,493
34191213,บ้านไร่พัฒนา,13,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,751
34191214,บ้านศรีภูดิน,14,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,603
34191215,บ้านโนนสร้างคำ,15,ไร่ใต้,พิบูลมังสาหาร,อุบลราชธานี,300
34191301,บ้านหนองบัวฮี,1,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,695
34191302,บ้านหนองบัวฮี,2,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,806
34191303,บ้านหนองบัวฮี,3,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,513
34191304,บ้านหนองบัวฮี,4,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,556
34191305,บ้านเม็ก,5,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,468
34191306,บ้านบัวแดง,6,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,838
34191307,บ้านดอนงัว,7,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,741
34191308,บ้านดอนงัว,8,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,921
34191309,บ้านบัวทอง,9,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,432
34191310,บ้านหนองกอก,10,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,574
34191311,บ้านโนนยานาง,11,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,731
34191312,บ้านหนองสองห้อง,12,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,790
34191313,บ้านโนนเจริญ,13,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,637
34191314,บ้านโนนพยอม,14,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,604
34191315,บ้านนาหว้า,15,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,576
34191316,บ้านหินลาด,16,หนองบัวฮี,พิบูลมังสาหาร,อุบลราชธานี,639
34191401,บ้านดอนก่อ,1,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,783
34191402,บ้านอ่างหินเหนือ,2,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,89
34191403,บ้านอ่างหินใต้,3,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,217
34191404,บ้านอ่างสามัคคี,4,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,388
34191405,บ้านโนนโพธิ์,5,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,194
34191406,บ้านโนนจิกเจริญ,6,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,271
34191407,บ้านราษฎร์เจริญ,7,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,550
34191408,บ้านโนนสว่าง,8,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,619
34191409,บ้านอ่างศิลารักษ์,9,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,92
34191410,บ้านคลองแสงจันทร์,10,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,279
34191411,บ้านอ่างอุดม,11,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,321
34191412,บ้านสว่างพัฒนา,12,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,623
34191452,บ้านอ่างหินเหนือ,2,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,814
34191453,บ้านอ่างหินใต้,3,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,826
34191454,บ้านอ่างสามัคคี,4,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,680
34191455,บ้านโนนโพธิ์,5,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,169
34191459,บ้านอ่างศิลารักษ์,9,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,900
34191801,บ้านโนนกาหลง,1,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,671
34191802,บ้านแก่งดูกใส,2,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,811
34191803,บ้านโนนคูณน้อย,3,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,636
34191804,บ้านโนนสุบิน,4,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,814
34191805,บ้านดอนโด่,5,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,671
34191806,บ้านโคกเลียบ,6,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,296
34191807,บ้านป่าก้าว,7,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,320
34191808,บ้านหนองคู,8,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,245
34191809,บ้านหนองแวง,9,โนนกาหลง,พิบูลมังสาหาร,อุบลราชธานี,252
34191901,บ้านอ่างหินน้อย,1,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,471
34191902,บ้านโนนสวรรค์,2,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,651
34191903,บ้านหนองสำราญ,3,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,425
34191904,บ้านหนองคูณ,4,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,751
34191905,บ้านาชุม,5,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,685
34191906,บ้านแขมใต้,6,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,903
