รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
34191907,บ้านแขมเหนือ,7,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,797
34191908,บ้านดอนนาเยีย,8,บ้านแขม,พิบูลมังสาหาร,อุบลราชธานี,402
34200101,ม่วงโคน,1,ตาลสุม,ตาลสุม,อุบลราชธานี,352
34200102,ดอนรังกา,2,ตาลสุม,ตาลสุม,อุบลราชธานี,815
34200103,นาห้วยแคน,3,ตาลสุม,ตาลสุม,อุบลราชธานี,898
34200104,ดอนพันชาด,4,ตาลสุม,ตาลสุม,อุบลราชธานี,586
34200105,นามน,5,ตาลสุม,ตาลสุม,อุบลราชธานี,1182
34200106,ดอนตะลี,6,ตาลสุม,ตาลสุม,อุบลราชธานี,722
34200107,ปากห้วย,7,ตาลสุม,ตาลสุม,อุบลราชธานี,567
34200108,โนนค้อ,8,ตาลสุม,ตาลสุม,อุบลราชธานี,167
34200109,แก่งกบ,9,ตาลสุม,ตาลสุม,อุบลราชธานี,663
34200110,นามน,10,ตาลสุม,ตาลสุม,อุบลราชธานี,403
34200111,ตาลสุม,11,ตาลสุม,ตาลสุม,อุบลราชธานี,856
34200112,คำไม้ตาย,12,ตาลสุม,ตาลสุม,อุบลราชธานี,293
34200113,ปากเซ,13,ตาลสุม,ตาลสุม,อุบลราชธานี,216
34200114,โนนสวรรค์,14,ตาลสุม,ตาลสุม,อุบลราชธานี,216
34200115,ทุ่งเจริญ,15,ตาลสุม,ตาลสุม,อุบลราชธานี,529
34200201,สำโรงใหญ่,1,สำโรง,ตาลสุม,อุบลราชธานี,797
34200202,สำโรงกลาง,2,สำโรง,ตาลสุม,อุบลราชธานี,503
34200203,นาโพธิ์,3,สำโรง,ตาลสุม,อุบลราชธานี,355
34200204,สำโรงใต้,4,สำโรง,ตาลสุม,อุบลราชธานี,662
34200205,นาแพง,5,สำโรง,ตาลสุม,อุบลราชธานี,281
34200206,หนองโน,6,สำโรง,ตาลสุม,อุบลราชธานี,440
34200207,หนองสะเดา,7,สำโรง,ตาลสุม,อุบลราชธานี,469
34200208,ทุ่งเจริญ,8,สำโรง,ตาลสุม,อุบลราชธานี,334
34200301,จิกเทิง,1,จิกเทิง,ตาลสุม,อุบลราชธานี,752
34200302,จิกลุ่ม,2,จิกเทิง,ตาลสุม,อุบลราชธานี,992
34200303,เชียงแก้ว,3,จิกเทิง,ตาลสุม,อุบลราชธานี,907
34200304,เชียงแก้ว,4,จิกเทิง,ตาลสุม,อุบลราชธานี,795
34200305,ดอนโด่,5,จิกเทิง,ตาลสุม,อุบลราชธานี,489
34200306,ดอนยูง,6,จิกเทิง,ตาลสุม,อุบลราชธานี,187
34200307,ค้อโคน,7,จิกเทิง,ตาลสุม,อุบลราชธานี,494
34200308,ดอนแป้นลม,8,จิกเทิง,ตาลสุม,อุบลราชธานี,234
34200309,สร้างคำ,9,จิกเทิง,ตาลสุม,อุบลราชธานี,324
34200401,หนองกุงใหญ่,1,หนองกุง,ตาลสุม,อุบลราชธานี,908
34200402,หนองกุงน้อย,2,หนองกุง,ตาลสุม,อุบลราชธานี,805
34200403,คำแคน,3,หนองกุง,ตาลสุม,อุบลราชธานี,532
34200404,สร้างแสง,4,หนองกุง,ตาลสุม,อุบลราชธานี,255
34200405,คำเตยใต้,5,หนองกุง,ตาลสุม,อุบลราชธานี,440
34200406,สร้างหว้า,6,หนองกุง,ตาลสุม,อุบลราชธานี,419
34200407,คำเตยเหนือ,7,หนองกุง,ตาลสุม,อุบลราชธานี,346
34200408,สร้างหว้า,8,หนองกุง,ตาลสุม,อุบลราชธานี,297
34200501,นาคาย,1,นาคาย,ตาลสุม,อุบลราชธานี,712
34200502,โนนจิก,2,นาคาย,ตาลสุม,อุบลราชธานี,618
34200503,หนองเป็ด,3,นาคาย,ตาลสุม,อุบลราชธานี,629
34200504,โนนยาง,4,นาคาย,ตาลสุม,อุบลราชธานี,380
34200505,ดอนขวาง,5,นาคาย,ตาลสุม,อุบลราชธานี,331
34200506,ดอนหวาย,6,นาคาย,ตาลสุม,อุบลราชธานี,347
34200507,โคกคล้าย,7,นาคาย,ตาลสุม,อุบลราชธานี,285
